row_id,orders,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,prodcut_name,sales,quantity,discount,profit,manufacturer,order_year,order_day,order_month,state_code
3570,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,"J, Kriz",Home Office,United States,Seattle,Washington,98105,West,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,2395.2,6,0.2,209.58,Okidata,2017,Monday,July,WA
3571,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,"J, Kriz",Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,4,0.0,742.632,Plantronics,2017,Monday,July,WA
3572,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,"J, Kriz",Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.992,1,0.2,2.6973,Square,2017,Monday,July,WA
3573,US-2017-126081,2017-06-29,2017-07-04,Standard Class,FC-14335,"F, Chung",Corporate,United States,Mesquite,Texas,75150,Central,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144,Xerox,2017,Thursday,June,TX
3574,CA-2017-117023,2017-08-07,2017-08-12,Standard Class,JW-15955,"J, Wasserman",Consumer,United States,Long Beach,New York,11561,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0.0,5.4896,Quartet,2017,Monday,August,NY
3575,CA-2017-117023,2017-08-07,2017-08-12,Standard Class,JW-15955,"J, Wasserman",Consumer,United States,Long Beach,New York,11561,East,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,104.8,10,0.0,26.2,Staples,2017,Monday,August,NY
3577,CA-2016-103163,2016-06-07,2016-06-11,Standard Class,FM-14290,"F, Merwin",Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,4.784,1,0.2,1.5548,Avery,2016,Tuesday,June,CA
3578,CA-2016-103163,2016-06-07,2016-06-11,Standard Class,FM-14290,"F, Merwin",Home Office,United States,Bakersfield,California,93309,West,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,1,0.0,2.3177,While,2016,Tuesday,June,CA
3579,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,"M, Tillman",Consumer,United States,Jackson,Mississippi,39212,South,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,7.89,1,0.0,0.315599999999999,Akro,2016,Monday,July,MS
3580,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,"M, Tillman",Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,65.5,5,0.0,32.095,Advantus,2016,Monday,July,MS
3581,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,"M, Tillman",Consumer,United States,Jackson,Mississippi,39212,South,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2430.08,8,0.0,388.8128,Office,2016,Monday,July,MS
3582,CA-2017-117807,2017-10-01,2017-10-07,Standard Class,DK-13090,"D, Kipp",Consumer,United States,Fremont,Nebraska,68025,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,1,0.0,50.328,Xerox,2017,Sunday,October,NE
3587,CA-2017-161823,2017-09-03,2017-09-08,Standard Class,AG-10300,"A, Gannaway",Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0.0,1.6688,Premium,2017,Sunday,September,CA
3588,CA-2017-121839,2017-09-24,2017-09-28,Standard Class,MH-18115,"M, Hernandez",Home Office,United States,Lancaster,Ohio,43130,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1169.694,3,0.4,-253.4337,Apple,2017,Sunday,September,OH
3589,CA-2017-158729,2017-12-19,2017-12-21,First Class,AC-10450,"A, Cox",Consumer,United States,Lafayette,Louisiana,70506,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,2,0.0,33.3124,Martin,2017,Tuesday,December,LA
3590,CA-2017-146535,2017-11-24,2017-11-30,Standard Class,FM-14290,"F, Merwin",Home Office,United States,Richmond,Kentucky,40475,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,1,0.0,1.4112,Avery,2017,Friday,November,KY
3591,CA-2017-146535,2017-11-24,2017-11-30,Standard Class,FM-14290,"F, Merwin",Home Office,United States,Richmond,Kentucky,40475,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,1443.96,12,0.0,375.4296,Iceberg,2017,Friday,November,KY
3593,CA-2016-108434,2016-12-05,2016-12-07,Second Class,JG-15160,"J, Galang",Consumer,United States,New York City,New York,10024,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,3,0.0,120.9468,Dual,2016,Monday,December,NY
3594,CA-2016-164154,2016-09-11,2016-09-17,Standard Class,NZ-18565,"N, Zandusky",Home Office,United States,Toledo,Ohio,43615,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22.428,3,0.7,-17.9424,GBC,2016,Sunday,September,OH
3595,CA-2016-164154,2016-09-11,2016-09-17,Standard Class,NZ-18565,"N, Zandusky",Home Office,United States,Toledo,Ohio,43615,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,37.52,5,0.2,3.752,Staple,2016,Sunday,September,OH
3596,CA-2017-148012,2017-12-09,2017-12-15,Standard Class,KM-16225,"K, Meade",Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4264,Crayola,2017,Saturday,December,PA
3601,CA-2017-138310,2017-06-26,2017-06-30,Standard Class,NP-18700,"N, Preis",Consumer,United States,Denver,Colorado,80219,West,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,Kensington,2017,Monday,June,CO
3604,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,"T, Hopkins",Home Office,United States,Columbia,Maryland,21044,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,277.4,5,0.0,133.152,Xerox,2017,Monday,August,MD
3605,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,"T, Hopkins",Home Office,United States,Columbia,Maryland,21044,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0.0,8.5544,DAX,2017,Monday,August,MD
3606,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,"T, Hopkins",Home Office,United States,Columbia,Maryland,21044,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",91.92,4,0.0,31.2528,Seth,2017,Monday,August,MD
3607,CA-2016-119683,2016-03-12,2016-03-16,Second Class,CK-12595,"C, Kelty",Consumer,United States,New York City,New York,10024,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,29.34,3,0.0,13.4964,Staple,2016,Saturday,March,NY
3612,US-2016-131674,2016-11-29,2016-12-01,Second Class,NC-18535,"N, Crebassa",Corporate,United States,Dallas,Texas,75217,Central,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58.416,2,0.2,16.7946,Memorex,2016,Tuesday,November,TX
3615,CA-2017-112529,2017-11-19,2017-11-21,First Class,SC-20770,"S, Carmichael",Corporate,United States,San Antonio,Texas,78207,Central,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116,6,0.3,-71.8116,Bush,2017,Sunday,November,TX
3616,CA-2017-112529,2017-11-19,2017-11-21,First Class,SC-20770,"S, Carmichael",Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,31.776,4,0.2,8.7384,Peel-Off,2017,Sunday,November,TX
3617,CA-2016-154536,2016-09-05,2016-09-09,Standard Class,JC-15340,"J, Cacioppo",Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555,5,0.7,-7.3255,C-Line,2016,Monday,September,PA
3618,CA-2017-141929,2017-09-04,2017-09-08,Standard Class,RA-19285,"R, Arnett",Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495,Ibico,2017,Monday,September,CA
3619,CA-2017-141929,2017-09-04,2017-09-08,Standard Class,RA-19285,"R, Arnett",Consumer,United States,Los Angeles,California,90004,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1,0.2,1.7375,QVS,2017,Monday,September,CA
3620,CA-2017-141929,2017-09-04,2017-09-08,Standard Class,RA-19285,"R, Arnett",Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5,0.0,65.355,Trav-L-File,2017,Monday,September,CA
3621,CA-2016-109743,2016-09-22,2016-09-29,Standard Class,SH-19975,"S, Hughsby",Corporate,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,40.776,3,0.2,4.58729999999999,Berol,2016,Thursday,September,TN
3622,CA-2016-109743,2016-09-22,2016-09-29,Standard Class,SH-19975,"S, Hughsby",Corporate,United States,Smyrna,Tennessee,37167,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,63.936,8,0.2,5.5944,PayAnywhere,2016,Thursday,September,TN
3625,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,"B, Castell",Home Office,United States,San Francisco,California,94109,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.408,12,0.2,42.588,Situations,2017,Friday,May,CA
3626,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,"B, Castell",Home Office,United States,San Francisco,California,94109,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,3.52,2,0.0,1.0208,Newell,2017,Friday,May,CA
3627,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,"B, Castell",Home Office,United States,San Francisco,California,94109,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,5.58,1,0.0,1.395,Newell,2017,Friday,May,CA
3628,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,"B, Castell",Home Office,United States,San Francisco,California,94109,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,1,0.0,10.896,SanDisk,2017,Friday,May,CA
3630,CA-2017-155957,2017-11-26,2017-11-30,Standard Class,CC-12610,"C, Catlett",Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,52.272,3,0.2,9.801,Holmes,2017,Sunday,November,OH
3631,CA-2017-155957,2017-11-26,2017-11-30,Standard Class,CC-12610,"C, Catlett",Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,213.136,7,0.2,23.9778,Fellowes,2017,Sunday,November,OH
3632,CA-2017-132178,2017-05-03,2017-05-08,Second Class,DB-12970,"D, Budd",Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0.0,19.4656,Multi-Use,2017,Wednesday,May,CA
3633,CA-2017-132178,2017-05-03,2017-05-08,Second Class,DB-12970,"D, Budd",Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,8,0.0,45.8063999999999,Fellowes,2017,Wednesday,May,CA
3634,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,"P, Prost",Home Office,United States,Springfield,Ohio,45503,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,9.216,4,0.2,3.3408,Avery,2016,Thursday,November,OH
3635,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,"P, Prost",Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,41.958,7,0.4,-9.7902,Square,2016,Thursday,November,OH
3636,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,"P, Prost",Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568,2,0.2,32.4684,Xerox,2016,Thursday,November,OH
3637,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,"P, Prost",Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22.248,3,0.2,7.5087,Wirebound,2016,Thursday,November,OH
3638,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,"P, Prost",Home Office,United States,Springfield,Ohio,45503,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,4,0.2,29.302,Eureka,2016,Thursday,November,OH
3639,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,"P, Prost",Home Office,United States,Springfield,Ohio,45503,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.288,7,0.2,29.6576,DAX,2016,Thursday,November,OH
3640,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,"P, Prost",Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.624,1,0.2,1.6762,Xerox,2016,Thursday,November,OH
3641,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,"P, Prost",Home Office,United States,Springfield,Ohio,45503,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92,7,0.2,-29.0745,Memorex,2016,Thursday,November,OH
3642,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,"P, Prost",Home Office,United States,Springfield,Ohio,45503,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.888,7,0.7,-46.592,GBC,2016,Thursday,November,OH
3651,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,"D, Braden",Consumer,United States,Detroit,Michigan,48234,Central,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",104.88,6,0.0,41.952,Maxell,2017,Saturday,December,MI
3652,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,"D, Braden",Consumer,United States,Detroit,Michigan,48234,Central,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,5,0.0,12.492,BIC,2017,Saturday,December,MI
3653,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,"D, Braden",Consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,33.72,4,0.0,15.5112,Ibico,2017,Saturday,December,MI
3654,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,"D, Braden",Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3,0.0,7.0218,Easy-staple,2017,Saturday,December,MI
3655,CA-2017-133004,2017-08-31,2017-09-05,Standard Class,AJ-10945,"A, Jarboe",Consumer,United States,Lawrence,Indiana,46226,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73,9,0.0,166.0698,Tripp,2017,Thursday,August,IN
3656,CA-2017-168102,2017-04-24,2017-04-30,Standard Class,CP-12340,"C, Phan",Corporate,United States,Jacksonville,Florida,32216,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.568,2,0.2,-21.294,Sensible,2017,Monday,April,FL
3657,CA-2017-158036,2017-09-08,2017-09-14,Standard Class,DB-13555,"D, Badders",Corporate,United States,Dublin,Ohio,43017,East,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096,1,0.2,1.7055,Imation Swivel Flash,2017,Friday,September,OH
3661,CA-2016-161676,2016-07-18,2016-07-23,Standard Class,JP-15460,"J, Patt",Corporate,United States,Glendale,Arizona,85301,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",33.8,5,0.2,4.225,Elite,2016,Monday,July,AZ
3662,CA-2016-155005,2016-06-13,2016-06-15,Second Class,SC-20050,"S, A",Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,377.97,3,0.0,94.4925,Ooma,2016,Monday,June,MI
3663,US-2017-129777,2017-07-03,2017-07-09,Standard Class,FM-14290,"F, Merwin",Home Office,United States,Quincy,Massachusetts,2169,East,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",258.9,10,0.0,93.204,TRENDnet,2017,Monday,July,MA
3664,US-2017-129777,2017-07-03,2017-07-09,Standard Class,FM-14290,"F, Merwin",Home Office,United States,Quincy,Massachusetts,2169,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0.0,11.5432,Xerox,2017,Monday,July,MA
3673,CA-2016-104969,2016-04-08,2016-04-14,Standard Class,EH-14125,"E, Hildebrand",Home Office,United States,Troy,Ohio,45373,East,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.872,1,0.2,3.2161,#10,2016,Friday,April,OH
3674,CA-2016-104969,2016-04-08,2016-04-14,Standard Class,EH-14125,"E, Hildebrand",Home Office,United States,Troy,Ohio,45373,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,6,0.7,-100.92,Catalog,2016,Friday,April,OH
3675,CA-2017-154109,2017-11-06,2017-11-11,Standard Class,ML-17410,"M, LaWare",Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",127.372,2,0.3,-30.9332,Global,2017,Monday,November,PA
3676,CA-2017-154109,2017-11-06,2017-11-11,Standard Class,ML-17410,"M, LaWare",Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,47.952,3,0.2,16.1838,Xerox,2017,Monday,November,PA
3687,CA-2016-102792,2016-12-13,2016-12-19,Standard Class,JC-15340,"J, Cacioppo",Consumer,United States,Riverside,California,92503,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,9.84,3,0.0,3.2472,Crayola,2016,Tuesday,December,CA
3688,CA-2016-108567,2016-05-20,2016-05-24,Standard Class,DB-13210,"D, Braden",Consumer,United States,Port Saint Lucie,Florida,34952,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,2,0.7,-2.245,Avery,2016,Friday,May,FL
3689,CA-2017-140760,2017-06-02,2017-06-05,Second Class,DO-13435,"D, Ordway",Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92,Xerox,2017,Friday,June,AZ
3690,CA-2017-140760,2017-06-02,2017-06-05,Second Class,DO-13435,"D, Ordway",Consumer,United States,Mesa,Arizona,85204,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",43.92,5,0.2,15.921,Manila,2017,Friday,June,AZ
3695,CA-2016-142097,2016-10-15,2016-10-20,Standard Class,QJ-19255,"Q, Jones",Corporate,United States,Springfield,Virginia,22153,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,232.96,7,0.0,116.48,GBC,2016,Saturday,October,VA
3696,CA-2016-142097,2016-10-15,2016-10-20,Standard Class,QJ-19255,"Q, Jones",Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,66.54,6,0.0,32.6046,#10,2016,Saturday,October,VA
3697,CA-2016-142097,2016-10-15,2016-10-20,Standard Class,QJ-19255,"Q, Jones",Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0.0,14.2758,Holmes,2016,Saturday,October,VA
3700,CA-2017-160416,2017-11-13,2017-11-18,Second Class,AD-10180,"A, Dominguez",Home Office,United States,Yonkers,New York,10701,East,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,163.96,4,0.0,70.5028,KeyTronic 6101,2017,Monday,November,NY
3701,CA-2017-169411,2017-12-24,2017-12-29,Standard Class,AC-10615,"A, Chong",Corporate,United States,Rochester,New York,14609,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,1,0.0,6.8274,Eldon,2017,Sunday,December,NY
3702,CA-2016-126543,2016-01-09,2016-01-13,Second Class,MF-17665,"M, Fritzler",Corporate,United States,Toledo,Ohio,43615,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,2,0.2,3.792,DAX,2016,Saturday,January,OH
3707,CA-2017-160087,2017-03-18,2017-03-22,Standard Class,EN-13780,"E, Nazzal",Consumer,United States,Dallas,Texas,75220,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,23.832,3,0.2,6.5538,Peel-Off,2017,Saturday,March,TX
3711,CA-2017-113670,2017-10-15,2017-10-17,First Class,RS-19765,"R, Schwarz",Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.24,3,0.2,6.37799999999996,Bush,2017,Sunday,October,CA
3712,CA-2017-113670,2017-10-15,2017-10-17,First Class,RS-19765,"R, Schwarz",Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,0.0,100.4255,Xerox,2017,Sunday,October,CA
3713,CA-2017-166198,2017-04-21,2017-04-24,First Class,JW-15955,"J, Wasserman",Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,1,0.0,3.462,Verbatim,2017,Friday,April,WA
3714,CA-2017-166198,2017-04-21,2017-04-24,First Class,JW-15955,"J, Wasserman",Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,162.6,3,0.0,34.146,Eldon,2017,Friday,April,WA
3717,CA-2017-144568,2017-05-29,2017-06-02,Standard Class,JO-15550,"J, Ocampo",Home Office,United States,Omaha,Nebraska,68104,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,23.55,5,0.0,1.1775,Plymouth,2017,Monday,May,NE
3718,CA-2016-142370,2016-09-19,2016-09-23,Standard Class,TP-21130,"T, Pippenger",Consumer,United States,Columbus,Georgia,31907,South,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,2,0.0,0.1512,Letter,2016,Monday,September,GA
3719,CA-2016-142370,2016-09-19,2016-09-23,Standard Class,TP-21130,"T, Pippenger",Consumer,United States,Columbus,Georgia,31907,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,249.95,5,0.0,107.4785,Logitech,2016,Monday,September,GA
3720,CA-2016-105900,2016-09-17,2016-09-23,Standard Class,BS-11590,"B, Sweed",Corporate,United States,Columbus,Indiana,47201,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,33.4,5,0.0,12.358,Sanford,2016,Saturday,September,IN
3721,CA-2016-151155,2016-12-20,2016-12-24,Standard Class,AB-10255,"A, Ballentine",Home Office,United States,Jackson,Mississippi,39212,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,18.92,4,0.0,7.3788,C-Line,2016,Tuesday,December,MS
3722,CA-2016-151155,2016-12-20,2016-12-24,Standard Class,AB-10255,"A, Ballentine",Home Office,United States,Jackson,Mississippi,39212,South,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.42,2,0.0,6.939,DXL,2016,Tuesday,December,MS
3723,CA-2017-144036,2017-11-22,2017-11-26,Standard Class,FO-14305,"F, Olsen",Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,35.712,8,0.2,2.232,Newell,2017,Wednesday,November,TX
3725,CA-2017-127264,2017-04-03,2017-04-05,First Class,SA-20830,"S, Reed",Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056,3,0.2,2.205,Prang,2017,Monday,April,IL
3726,CA-2016-151512,2016-12-26,2017-01-02,Standard Class,SH-19975,"S, Hughsby",Corporate,United States,Denver,Colorado,80219,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,18.72,2,0.2,3.51,Harmony,2016,Monday,December,CO
3727,CA-2016-165169,2016-06-05,2016-06-11,Standard Class,JL-15235,"J, Lee",Consumer,United States,Newark,Delaware,19711,East,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0.0,93.6988,Standard,2016,Sunday,June,DE
3728,CA-2016-165169,2016-06-05,2016-06-11,Standard Class,JL-15235,"J, Lee",Consumer,United States,Newark,Delaware,19711,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16,2,0.0,2.79,Newell,2016,Sunday,June,DE
3729,CA-2016-165169,2016-06-05,2016-06-11,Standard Class,JL-15235,"J, Lee",Consumer,United States,Newark,Delaware,19711,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,14.94,3,0.0,6.8724,Avery,2016,Sunday,June,DE
3735,CA-2017-168193,2017-03-06,2017-03-11,Second Class,RM-19750,"R, Murray",Consumer,United States,New York City,New York,10011,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,26.38,1,0.0,12.1348,Xerox,2017,Monday,March,NY
3736,CA-2017-168193,2017-03-06,2017-03-11,Second Class,RM-19750,"R, Murray",Consumer,United States,New York City,New York,10011,East,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97,3,0.0,16.5531,Westinghouse,2017,Monday,March,NY
3737,CA-2016-115476,2016-03-17,2016-03-17,Same Day,VM-21835,"V, Mathis",Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0.0,62.3904,Plantronics,2016,Thursday,March,DE
